# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Mar 22 22:24:17 2016
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN st_rah:         RA [hrs]
#
rowid	pl_hostname	pl_letter	pl_discmethod	pl_pnum	ra_str	ra	dec_str	dec	st_rah
1261	Kepler-296	e	Transit	5	19h06m09.60s	286.540008	+49d26m14.4s	49.437326	19.10266718
1262	Kepler-296	f	Transit	5	19h06m09.60s	286.540008	+49d26m14.4s	49.437326	19.10266718
1263	Kepler-297	b	Transit	2	18h52m50.20s	283.209159	+48d46m39.5s	48.777645	18.88061060
1264	Kepler-297	c	Transit	2	18h52m50.20s	283.209159	+48d46m39.5s	48.777645	18.88061060
1265	Kepler-298	b	Transit	3	18h52m09.55s	283.039792	+48d49m31.3s	48.825359	18.86931947
1266	Kepler-298	c	Transit	3	18h52m09.55s	283.039792	+48d49m31.3s	48.825359	18.86931947
1267	Kepler-298	d	Transit	3	18h52m09.55s	283.039792	+48d49m31.3s	48.825359	18.86931947
1268	Kepler-299	b	Transit	4	18h52m49.67s	283.206964	+48d34m49.8s	48.580502	18.88046427
1269	Kepler-299	c	Transit	4	18h52m49.67s	283.206964	+48d34m49.8s	48.580502	18.88046427
1270	Kepler-299	d	Transit	4	18h52m49.67s	283.206964	+48d34m49.8s	48.580502	18.88046427
1271	Kepler-299	e	Transit	4	18h52m49.67s	283.206964	+48d34m49.8s	48.580502	18.88046427
1272	Kepler-30	b	Transit	3	19h01m08.07s	285.283636	+38d56m50.2s	38.947281	19.01890906
1273	Kepler-30	c	Transit	3	19h01m08.07s	285.283636	+38d56m50.2s	38.947281	19.01890906
1274	Kepler-30	d	Transit	3	19h01m08.07s	285.283636	+38d56m50.2s	38.947281	19.01890906
1275	Kepler-300	b	Transit	2	19h41m09.29s	295.288694	+48d35m59.0s	48.599720	19.68591293
1276	Kepler-300	c	Transit	2	19h41m09.29s	295.288694	+48d35m59.0s	48.599720	19.68591293
1277	Kepler-301	b	Transit	3	18h55m55.91s	283.982968	+49d13m58.8s	49.232990	18.93219787
1278	Kepler-301	c	Transit	3	18h55m55.91s	283.982968	+49d13m58.8s	49.232990	18.93219787
1279	Kepler-301	d	Transit	3	18h55m55.91s	283.982968	+49d13m58.8s	49.232990	18.93219787
1280	Kepler-302	b	Transit	2	19h37m16.08s	294.316985	+43d37m45.6s	43.629345	19.62113233
1281	Kepler-302	c	Transit	2	19h37m16.08s	294.316985	+43d37m45.6s	43.629345	19.62113233
1282	Kepler-303	b	Transit	2	18h52m32.51s	283.135465	+43d39m25.4s	43.657055	18.87569767
1283	Kepler-303	c	Transit	2	18h52m32.51s	283.135465	+43d39m25.4s	43.657055	18.87569767
1284	Kepler-304	b	Transit	3	19h37m46.02s	294.441763	+40d33m27.3s	40.557587	19.62945087
1285	Kepler-304	c	Transit	3	19h37m46.02s	294.441763	+40d33m27.3s	40.557587	19.62945087
1286	Kepler-304	d	Transit	3	19h37m46.02s	294.441763	+40d33m27.3s	40.557587	19.62945087
1287	Kepler-305	b	Transit	3	19h56m53.83s	299.224311	+40d20m35.5s	40.343182	19.94828737
1288	Kepler-305	c	Transit	3	19h56m53.83s	299.224311	+40d20m35.5s	40.343182	19.94828737
1289	Kepler-305	d	Transit	3	19h56m53.83s	299.224311	+40d20m35.5s	40.343182	19.94828737
1290	Kepler-306	b	Transit	4	19h14m09.28s	288.538671	+40d36m58.1s	40.616140	19.23591140
1291	Kepler-306	c	Transit	4	19h14m09.28s	288.538671	+40d36m58.1s	40.616140	19.23591140
1292	Kepler-306	d	Transit	4	19h14m09.28s	288.538671	+40d36m58.1s	40.616140	19.23591140
1293	Kepler-306	e	Transit	4	19h14m09.28s	288.538671	+40d36m58.1s	40.616140	19.23591140
1294	Kepler-307	b	Transit	2	19h51m10.83s	297.795132	+40d25m03.7s	40.417703	19.85300882
1295	Kepler-307	c	Transit	2	19h51m10.83s	297.795132	+40d25m03.7s	40.417703	19.85300882
1296	Kepler-308	b	Transit	2	19h43m08.44s	295.785154	+40d26m22.4s	40.439550	19.71901027
1297	Kepler-308	c	Transit	2	19h43m08.44s	295.785154	+40d26m22.4s	40.439550	19.71901027
1298	Kepler-309	b	Transit	2	19h50m02.36s	297.509851	+46d57m40.6s	46.961281	19.83399009
1299	Kepler-309	c	Transit	2	19h50m02.36s	297.509851	+46d57m40.6s	46.961281	19.83399009
1300	Kepler-31	b	Transit	3	19h36m05.52s	294.023014	+45d51m11.1s	45.853081	19.60153427
1301	Kepler-31	c	Transit	3	19h36m05.52s	294.023014	+45d51m11.1s	45.853081	19.60153427
1302	Kepler-31	d	Transit	3	19h36m05.52s	294.023014	+45d51m11.1s	45.853081	19.60153427
1303	Kepler-310	b	Transit	3	19h15m21.45s	288.839363	+46d59m12.3s	46.986744	19.25595753
1304	Kepler-310	c	Transit	3	19h15m21.45s	288.839363	+46d59m12.3s	46.986744	19.25595753
1305	Kepler-310	d	Transit	3	19h15m21.45s	288.839363	+46d59m12.3s	46.986744	19.25595753
1306	Kepler-311	b	Transit	2	18h48m14.71s	282.061290	+47d05m07.8s	47.085491	18.80408600
1307	Kepler-311	c	Transit	2	18h48m14.71s	282.061290	+47d05m07.8s	47.085491	18.80408600
1308	Kepler-312	b	Transit	2	19h53m34.99s	298.395772	+42d27m35.1s	42.459756	19.89305146
1309	Kepler-312	c	Transit	2	19h53m34.99s	298.395772	+42d27m35.1s	42.459756	19.89305146
1310	Kepler-313	b	Transit	2	19h53m10.78s	298.294935	+48d46m31.7s	48.775459	19.88632900
1311	Kepler-313	c	Transit	2	19h53m10.78s	298.294935	+48d46m31.7s	48.775459	19.88632900
1312	Kepler-314	b	Transit	2	19h38m41.79s	294.674114	+42d04m32.1s	42.075588	19.64494094
1313	Kepler-314	c	Transit	2	19h38m41.79s	294.674114	+42d04m32.1s	42.075588	19.64494094
1314	Kepler-315	b	Transit	2	19h52m05.54s	298.023104	+43d21m48.7s	43.363522	19.86820693
1315	Kepler-315	c	Transit	2	19h52m05.54s	298.023104	+43d21m48.7s	43.363522	19.86820693
1316	Kepler-316	b	Transit	2	19h23m18.25s	290.826023	+44d11m02.8s	44.184109	19.38840153
1317	Kepler-316	c	Transit	2	19h23m18.25s	290.826023	+44d11m02.8s	44.184109	19.38840153
1318	Kepler-317	b	Transit	2	19h39m46.53s	294.943885	+39d01m55.4s	39.032062	19.66292565
1319	Kepler-317	c	Transit	2	19h39m46.53s	294.943885	+39d01m55.4s	39.032062	19.66292565
1320	Kepler-318	b	Transit	2	19h53m55.88s	298.482828	+46d47m37.0s	46.793617	19.89885520
1321	Kepler-318	c	Transit	2	19h53m55.88s	298.482828	+46d47m37.0s	46.793617	19.89885520
1322	Kepler-319	b	Transit	3	19h15m14.87s	288.811943	+39d46m14.4s	39.770658	19.25412952
1323	Kepler-319	c	Transit	3	19h15m14.87s	288.811943	+39d46m14.4s	39.770658	19.25412952
1324	Kepler-319	d	Transit	3	19h15m14.87s	288.811943	+39d46m14.4s	39.770658	19.25412952
1325	Kepler-32	b	Transit	5	19h51m22.18s	297.842398	+46d34m27.4s	46.574281	19.85615987
1326	Kepler-32	c	Transit	5	19h51m22.18s	297.842398	+46d34m27.4s	46.574281	19.85615987
1327	Kepler-32	d	Transit	5	19h51m22.18s	297.842398	+46d34m27.4s	46.574281	19.85615987
1328	Kepler-32	e	Transit	5	19h51m22.18s	297.842398	+46d34m27.4s	46.574281	19.85615987
1329	Kepler-32	f	Transit	5	19h51m22.18s	297.842398	+46d34m27.4s	46.574281	19.85615987
1330	Kepler-320	b	Transit	2	19h32m51.25s	293.213548	+46d10m30.5s	46.175125	19.54756987
1331	Kepler-320	c	Transit	2	19h32m51.25s	293.213548	+46d10m30.5s	46.175125	19.54756987
1332	Kepler-321	b	Transit	2	19h37m48.88s	294.453674	+44d08m44.7s	44.145756	19.63024493
1333	Kepler-321	c	Transit	2	19h37m48.88s	294.453674	+44d08m44.7s	44.145756	19.63024493
1334	Kepler-322	b	Transit	2	18h45m23.72s	281.348824	+44d17m42.9s	44.295242	18.75658827
1335	Kepler-322	c	Transit	2	18h45m23.72s	281.348824	+44d17m42.9s	44.295242	18.75658827
1336	Kepler-323	b	Transit	2	19h25m31.74s	291.382240	+38d07m38.9s	38.127473	19.42548269
1337	Kepler-323	c	Transit	2	19h25m31.74s	291.382240	+38d07m38.9s	38.127473	19.42548269
1338	Kepler-324	b	Transit	2	19h05m53.15s	286.471473	+49d38m56.5s	49.649021	19.09809820
1339	Kepler-324	c	Transit	2	19h05m53.15s	286.471473	+49d38m56.5s	49.649021	19.09809820
1340	Kepler-325	b	Transit	3	19h19m20.50s	289.835434	+49d49m32.3s	49.825626	19.32236227
1341	Kepler-325	c	Transit	3	19h19m20.50s	289.835434	+49d49m32.3s	49.825626	19.32236227
1342	Kepler-325	d	Transit	3	19h19m20.50s	289.835434	+49d49m32.3s	49.825626	19.32236227
1343	Kepler-326	b	Transit	3	19h37m18.13s	294.325546	+46d00m08.1s	46.002254	19.62170307
1344	Kepler-326	c	Transit	3	19h37m18.13s	294.325546	+46d00m08.1s	46.002254	19.62170307
1345	Kepler-326	d	Transit	3	19h37m18.13s	294.325546	+46d00m08.1s	46.002254	19.62170307
1346	Kepler-327	b	Transit	3	19h30m34.17s	292.642372	+44d05m15.6s	44.087673	19.50949147
1347	Kepler-327	c	Transit	3	19h30m34.17s	292.642372	+44d05m15.6s	44.087673	19.50949147
1348	Kepler-327	d	Transit	3	19h30m34.17s	292.642372	+44d05m15.6s	44.087673	19.50949147
1349	Kepler-328	b	Transit	2	19h43m14.23s	295.809289	+40d00m30.6s	40.008503	19.72061924
1350	Kepler-328	c	Transit	2	19h43m14.23s	295.809289	+40d00m30.6s	40.008503	19.72061924
1351	Kepler-329	b	Transit	2	19h57m04.33s	299.268042	+45d13m38.7s	45.227428	19.95120280
1352	Kepler-329	c	Transit	2	19h57m04.33s	299.268042	+45d13m38.7s	45.227428	19.95120280
1353	Kepler-33	b	Transit	5	19h16m18.61s	289.077548	+46d00m18.8s	46.005222	19.27183653
1354	Kepler-33	c	Transit	5	19h16m18.61s	289.077548	+46d00m18.8s	46.005222	19.27183653
1355	Kepler-33	d	Transit	5	19h16m18.61s	289.077548	+46d00m18.8s	46.005222	19.27183653
1356	Kepler-33	e	Transit	5	19h16m18.61s	289.077548	+46d00m18.8s	46.005222	19.27183653
1357	Kepler-33	f	Transit	5	19h16m18.61s	289.077548	+46d00m18.8s	46.005222	19.27183653
1358	Kepler-330	b	Transit	2	19h13m47.37s	288.447375	+44d48m06.1s	44.801685	19.22982500
1359	Kepler-330	c	Transit	2	19h13m47.37s	288.447375	+44d48m06.1s	44.801685	19.22982500
1360	Kepler-331	b	Transit	3	19h27m20.24s	291.834328	+39d18m26.5s	39.307358	19.45562187
1361	Kepler-331	c	Transit	3	19h27m20.24s	291.834328	+39d18m26.5s	39.307358	19.45562187
1362	Kepler-331	d	Transit	3	19h27m20.24s	291.834328	+39d18m26.5s	39.307358	19.45562187
1363	Kepler-332	b	Transit	3	19h06m39.11s	286.662964	+47d24m49.3s	47.413700	19.11086427
1364	Kepler-332	c	Transit	3	19h06m39.11s	286.662964	+47d24m49.3s	47.413700	19.11086427
1365	Kepler-332	d	Transit	3	19h06m39.11s	286.662964	+47d24m49.3s	47.413700	19.11086427
1366	Kepler-333	b	Transit	2	19h29m08.66s	292.286069	+40d54m48.9s	40.913584	19.48573793
1367	Kepler-333	c	Transit	2	19h29m08.66s	292.286069	+40d54m48.9s	40.913584	19.48573793
1368	Kepler-334	b	Transit	3	19h08m33.76s	287.140668	+47d06m54.7s	47.115196	19.14271120
1369	Kepler-334	c	Transit	3	19h08m33.76s	287.140668	+47d06m54.7s	47.115196	19.14271120
1370	Kepler-334	d	Transit	3	19h08m33.76s	287.140668	+47d06m54.7s	47.115196	19.14271120
1371	Kepler-335	b	Transit	2	19h44m15.43s	296.064311	+45d25m43.0s	45.428623	19.73762073
1372	Kepler-335	c	Transit	2	19h44m15.43s	296.064311	+45d25m43.0s	45.428623	19.73762073
1373	Kepler-336	b	Transit	3	19h20m57.03s	290.237643	+41d19m52.9s	41.331370	19.34917617
1374	Kepler-336	c	Transit	3	19h20m57.03s	290.237643	+41d19m52.9s	41.331370	19.34917617
1375	Kepler-336	d	Transit	3	19h20m57.03s	290.237643	+41d19m52.9s	41.331370	19.34917617
1376	Kepler-337	b	Transit	2	19h20m14.52s	290.060490	+47d09m50.2s	47.163956	19.33736600
1377	Kepler-337	c	Transit	2	19h20m14.52s	290.060490	+47d09m50.2s	47.163956	19.33736600
1378	Kepler-338	b	Transit	4	18h51m54.95s	282.978956	+40d47m03.6s	40.784347	18.86526372
1379	Kepler-338	c	Transit	4	18h51m54.95s	282.978956	+40d47m03.6s	40.784347	18.86526372
1380	Kepler-338	d	Transit	4	18h51m54.95s	282.978956	+40d47m03.6s	40.784347	18.86526372
1381	Kepler-338	e	Transit Timing Variations	4	18h51m54.95s	282.978956	+40d47m03.6s	40.784347	18.86526372
1382	Kepler-339	b	Transit	3	19h33m24.41s	293.351712	+48d26m40.7s	48.444641	19.55678080
1383	Kepler-339	c	Transit	3	19h33m24.41s	293.351712	+48d26m40.7s	48.444641	19.55678080
1384	Kepler-339	d	Transit	3	19h33m24.41s	293.351712	+48d26m40.7s	48.444641	19.55678080
1385	Kepler-34	b	Transit	1	19h45m44.60s	296.435821	+44d38m29.6s	44.641560	19.76238807
1386	Kepler-340	b	Transit	2	19h43m44.03s	295.933477	+40d18m02.1s	40.300570	19.72889846
1387	Kepler-340	c	Transit	2	19h43m44.03s	295.933477	+40d18m02.1s	40.300570	19.72889846
1388	Kepler-341	b	Transit	4	19h19m26.78s	289.861576	+43d28m22.0s	43.472775	19.32410507
1389	Kepler-341	c	Transit	4	19h19m26.78s	289.861576	+43d28m22.0s	43.472775	19.32410507
1390	Kepler-341	d	Transit	4	19h19m26.78s	289.861576	+43d28m22.0s	43.472775	19.32410507
1391	Kepler-341	e	Transit	4	19h19m26.78s	289.861576	+43d28m22.0s	43.472775	19.32410507
1392	Kepler-342	b	Transit	3	19h30m42.74s	292.678083	+46d43m36.2s	46.726715	19.51187220
1393	Kepler-342	c	Transit	3	19h30m42.74s	292.678083	+46d43m36.2s	46.726715	19.51187220
1394	Kepler-342	d	Transit	3	19h30m42.74s	292.678083	+46d43m36.2s	46.726715	19.51187220
1395	Kepler-343	b	Transit	2	19h27m50.56s	291.960684	+42d25m58.8s	42.433006	19.46404560
1396	Kepler-343	c	Transit	2	19h27m50.56s	291.960684	+42d25m58.8s	42.433006	19.46404560
1397	Kepler-344	b	Transit	2	19h29m59.91s	292.499645	+46d19m27.9s	46.324406	19.49997633
1398	Kepler-344	c	Transit	2	19h29m59.91s	292.499645	+46d19m27.9s	46.324406	19.49997633
1399	Kepler-345	b	Transit	2	19h40m54.91s	295.228802	+45d58m15.7s	45.971020	19.68192013
1400	Kepler-345	c	Transit	2	19h40m54.91s	295.228802	+45d58m15.7s	45.971020	19.68192013
1401	Kepler-346	b	Transit	2	19h12m02.86s	288.011911	+46d07m03.4s	46.117607	19.20079407
1402	Kepler-346	c	Transit	2	19h12m02.86s	288.011911	+46d07m03.4s	46.117607	19.20079407
1403	Kepler-347	b	Transit	2	19h16m47.90s	289.199596	+49d18m20.6s	49.305717	19.27997307
1404	Kepler-347	c	Transit	2	19h16m47.90s	289.199596	+49d18m20.6s	49.305717	19.27997307
1405	Kepler-348	b	Transit	2	19h49m01.21s	297.255050	+40d32m54.1s	40.548373	19.81700335
1406	Kepler-348	c	Transit	2	19h49m01.21s	297.255050	+40d32m54.1s	40.548373	19.81700335
1407	Kepler-349	b	Transit	2	19h34m42.36s	293.676480	+44d36m56.1s	44.615578	19.57843200
1408	Kepler-349	c	Transit	2	19h34m42.36s	293.676480	+44d36m56.1s	44.615578	19.57843200
1409	Kepler-35	b	Transit	1	19h37m59.27s	294.496978	+46d41m23.1s	46.689762	19.63313187
1410	Kepler-350	b	Transit	3	19h01m40.71s	285.419606	+39d42m22.0s	39.706107	19.02797372
1411	Kepler-350	c	Transit	3	19h01m40.71s	285.419606	+39d42m22.0s	39.706107	19.02797372
1412	Kepler-350	d	Transit	3	19h01m40.71s	285.419606	+39d42m22.0s	39.706107	19.02797372
1413	Kepler-351	b	Transit	2	19h05m48.65s	286.452706	+42d39m28.4s	42.657879	19.09684707
1414	Kepler-351	c	Transit	2	19h05m48.65s	286.452706	+42d39m28.4s	42.657879	19.09684707
1415	Kepler-352	b	Transit	2	19h59m35.17s	299.896521	+46d03m07.1s	46.051975	19.99310140
1416	Kepler-352	c	Transit	2	19h59m35.17s	299.896521	+46d03m07.1s	46.051975	19.99310140
1417	Kepler-353	b	Transit	2	19h47m25.59s	296.856633	+41d45m29.4s	41.758180	19.79044218
1418	Kepler-353	c	Transit	2	19h47m25.59s	296.856633	+41d45m29.4s	41.758180	19.79044218
1419	Kepler-354	b	Transit	3	19h03m00.35s	285.751452	+41d20m08.3s	41.335640	19.05009680
1420	Kepler-354	c	Transit	3	19h03m00.35s	285.751452	+41d20m08.3s	41.335640	19.05009680
1421	Kepler-354	d	Transit	3	19h03m00.35s	285.751452	+41d20m08.3s	41.335640	19.05009680
1422	Kepler-355	b	Transit	2	19h03m11.87s	285.799457	+42d48m42.4s	42.811783	19.05329713
1423	Kepler-355	c	Transit	2	19h03m11.87s	285.799457	+42d48m42.4s	42.811783	19.05329713
1424	Kepler-356	b	Transit	2	19h29m41.06s	292.421077	+37d40m58.1s	37.682819	19.49473849
1425	Kepler-356	c	Transit	2	19h29m41.06s	292.421077	+37d40m58.1s	37.682819	19.49473849
1426	Kepler-357	b	Transit	3	19h24m58.34s	291.243104	+44d00m31.4s	44.008720	19.41620693
1427	Kepler-357	c	Transit	3	19h24m58.34s	291.243104	+44d00m31.4s	44.008720	19.41620693
1428	Kepler-357	d	Transit	3	19h24m58.34s	291.243104	+44d00m31.4s	44.008720	19.41620693
1429	Kepler-358	b	Transit	2	19h32m55.25s	293.230225	+48d16m53.0s	48.281376	19.54868167
1430	Kepler-358	c	Transit	2	19h32m55.25s	293.230225	+48d16m53.0s	48.281376	19.54868167
1431	Kepler-359	b	Transit	3	19h33m10.47s	293.293635	+42d11m46.9s	42.196354	19.55290900
1432	Kepler-359	c	Transit	3	19h33m10.47s	293.293635	+42d11m46.9s	42.196354	19.55290900
1433	Kepler-359	d	Transit	3	19h33m10.47s	293.293635	+42d11m46.9s	42.196354	19.55290900
1434	Kepler-36	b	Transit	2	19h25m00.05s	291.250191	+49d13m54.6s	49.231827	19.41667940
1435	Kepler-36	c	Transit	2	19h25m00.05s	291.250191	+49d13m54.6s	49.231827	19.41667940
1436	Kepler-360	b	Transit	2	19h05m08.34s	286.284731	+44d46m53.6s	44.781555	19.08564873
1437	Kepler-360	c	Transit	2	19h05m08.34s	286.284731	+44d46m53.6s	44.781555	19.08564873
1438	Kepler-361	b	Transit	2	19h47m12.83s	296.803453	+46d44m28.2s	46.741154	19.78689687
1439	Kepler-361	c	Transit	2	19h47m12.83s	296.803453	+46d44m28.2s	46.741154	19.78689687
1440	Kepler-362	b	Transit	2	19h27m05.19s	291.771639	+47d31m47.7s	47.529903	19.45144260
1441	Kepler-362	c	Transit	2	19h27m05.19s	291.771639	+47d31m47.7s	47.529903	19.45144260
1442	Kepler-363	b	Transit	3	18h52m46.10s	283.192081	+41d18m19.4s	41.305393	18.87947207
1443	Kepler-363	c	Transit	3	18h52m46.10s	283.192081	+41d18m19.4s	41.305393	18.87947207
1444	Kepler-363	d	Transit	3	18h52m46.10s	283.192081	+41d18m19.4s	41.305393	18.87947207
1445	Kepler-364	b	Transit	2	18h46m16.78s	281.569933	+47d23m55.3s	47.398697	18.77132887
1446	Kepler-364	c	Transit	2	18h46m16.78s	281.569933	+47d23m55.3s	47.398697	18.77132887
1447	Kepler-365	b	Transit	2	19h42m30.38s	295.626598	+49d07m49.6s	49.130436	19.70843987
1448	Kepler-365	c	Transit	2	19h42m30.38s	295.626598	+49d07m49.6s	49.130436	19.70843987
1449	Kepler-366	b	Transit	2	19h47m24.49s	296.852042	+49d05m04.0s	49.084446	19.79013613
1450	Kepler-366	c	Transit	2	19h47m24.49s	296.852042	+49d05m04.0s	49.084446	19.79013613
1451	Kepler-367	b	Transit	2	19h49m10.18s	297.292418	+49d58m53.9s	49.981632	19.81949453
1452	Kepler-367	c	Transit	2	19h49m10.18s	297.292418	+49d58m53.9s	49.981632	19.81949453
1453	Kepler-368	b	Transit	2	19h27m31.21s	291.880046	+45d23m16.6s	45.387936	19.45866973
1454	Kepler-368	c	Transit	2	19h27m31.21s	291.880046	+45d23m16.6s	45.387936	19.45866973
1455	Kepler-369	b	Transit	2	19h34m41.82s	293.674235	+47d54m30.5s	47.908467	19.57828235
1456	Kepler-369	c	Transit	2	19h34m41.82s	293.674235	+47d54m30.5s	47.908467	19.57828235
1457	Kepler-37	b	Transit	4	18h56m14.32s	284.059660	+44d31m05.3s	44.518131	18.93731067
1458	Kepler-37	c	Transit	4	18h56m14.32s	284.059660	+44d31m05.3s	44.518131	18.93731067
1459	Kepler-37	d	Transit	4	18h56m14.32s	284.059660	+44d31m05.3s	44.518131	18.93731067
1460	Kepler-37	e	Transit Timing Variations	4	18h56m14.32s	284.059660	+44d31m05.3s	44.518131	18.93731067
1461	Kepler-370	b	Transit	2	19h28m41.07s	292.171121	+40d54m58.7s	40.916306	19.47807471
1462	Kepler-370	c	Transit	2	19h28m41.07s	292.171121	+40d54m58.7s	40.916306	19.47807471
1463	Kepler-371	b	Transit	2	19h29m18.35s	292.326464	+38d39m27.3s	38.657588	19.48843095
1464	Kepler-371	c	Transit	2	19h29m18.35s	292.326464	+38d39m27.3s	38.657588	19.48843095
1465	Kepler-372	b	Transit	3	19h25m01.49s	291.256195	+49d15m32.2s	49.258953	19.41707967
1466	Kepler-372	c	Transit	3	19h25m01.49s	291.256195	+49d15m32.2s	49.258953	19.41707967
1467	Kepler-372	d	Transit	3	19h25m01.49s	291.256195	+49d15m32.2s	49.258953	19.41707967
1468	Kepler-373	b	Transit	2	19h17m33.12s	289.387993	+50d35m49.4s	50.597050	19.29253287
1469	Kepler-373	c	Transit	2	19h17m33.12s	289.387993	+50d35m49.4s	50.597050	19.29253287
1470	Kepler-374	b	Transit	3	19h36m33.10s	294.137930	+42d22m13.8s	42.370502	19.60919533
1471	Kepler-374	c	Transit	3	19h36m33.10s	294.137930	+42d22m13.8s	42.370502	19.60919533
1472	Kepler-374	d	Transit	3	19h36m33.10s	294.137930	+42d22m13.8s	42.370502	19.60919533
1473	Kepler-375	b	Transit	2	19h14m28.30s	288.617907	+48d05m54.3s	48.098416	19.24119378
1474	Kepler-375	c	Transit	2	19h14m28.30s	288.617907	+48d05m54.3s	48.098416	19.24119378
1475	Kepler-376	b	Transit	2	19h26m25.72s	291.607165	+38d24m37.4s	38.410386	19.44047764
1476	Kepler-376	c	Transit	2	19h26m25.72s	291.607165	+38d24m37.4s	38.410386	19.44047764
1477	Kepler-377	b	Transit	2	19h41m41.28s	295.422002	+38d44m08.5s	38.735691	19.69480013
1478	Kepler-377	c	Transit	2	19h41m41.28s	295.422002	+38d44m08.5s	38.735691	19.69480013
1479	Kepler-378	b	Transit	2	19h39m47.66s	294.948588	+46d26m19.1s	46.438641	19.66323920
1480	Kepler-378	c	Transit	2	19h39m47.66s	294.948588	+46d26m19.1s	46.438641	19.66323920
1481	Kepler-379	b	Transit	2	19h42m48.26s	295.701103	+38d56m45.0s	38.945831	19.71340689
1482	Kepler-379	c	Transit	2	19h42m48.26s	295.701103	+38d56m45.0s	38.945831	19.71340689
1483	Kepler-38	b	Transit	1	19h07m19.28s	286.830353	+42d16m45.1s	42.279205	19.12202353
1484	Kepler-380	b	Transit	2	18h49m34.71s	282.394616	+48d45m32.9s	48.759140	18.82630773
1485	Kepler-380	c	Transit	2	18h49m34.71s	282.394616	+48d45m32.9s	48.759140	18.82630773
1486	Kepler-381	b	Transit	2	19h00m43.87s	285.182787	+43d49m51.9s	43.831089	19.01218580
1487	Kepler-381	c	Transit	2	19h00m43.87s	285.182787	+43d49m51.9s	43.831089	19.01218580
1488	Kepler-382	b	Transit	2	19h56m32.68s	299.136166	+45d52m11.8s	45.869934	19.94241107
1489	Kepler-382	c	Transit	2	19h56m32.68s	299.136166	+45d52m11.8s	45.869934	19.94241107
1490	Kepler-383	b	Transit	2	19h25m22.22s	291.342584	+38d21m47.3s	38.363134	19.42283893
1491	Kepler-383	c	Transit	2	19h25m22.22s	291.342584	+38d21m47.3s	38.363134	19.42283893
1492	Kepler-384	b	Transit	2	19h04m06.27s	286.026112	+44d46m58.3s	44.782871	19.06840747
1493	Kepler-384	c	Transit	2	19h04m06.27s	286.026112	+44d46m58.3s	44.782871	19.06840747
1494	Kepler-385	b	Transit	2	19h37m21.24s	294.338483	+50d20m11.6s	50.336544	19.62256553
1495	Kepler-385	c	Transit	2	19h37m21.24s	294.338483	+50d20m11.6s	50.336544	19.62256553
1496	Kepler-386	b	Transit	2	19h19m26.13s	289.858871	+48d41m37.9s	48.693855	19.32392473
1497	Kepler-386	c	Transit	2	19h19m26.13s	289.858871	+48d41m37.9s	48.693855	19.32392473
1498	Kepler-387	b	Transit	2	19h11m11.56s	287.798184	+45d39m24.2s	45.656715	19.18654560
1499	Kepler-387	c	Transit	2	19h11m11.56s	287.798184	+45d39m24.2s	45.656715	19.18654560
1500	Kepler-388	b	Transit	2	18h59m18.73s	284.828038	+44d36m31.4s	44.608730	18.98853587
1501	Kepler-388	c	Transit	2	18h59m18.73s	284.828038	+44d36m31.4s	44.608730	18.98853587
1502	Kepler-389	b	Transit	2	19h27m50.40s	291.960005	+44d54m00.1s	44.900024	19.46400033
1503	Kepler-389	c	Transit	2	19h27m50.40s	291.960005	+44d54m00.1s	44.900024	19.46400033
1504	Kepler-39	b	Transit	1	19h47m50.46s	296.960265	+46d02m03.5s	46.034298	19.79735100
1505	Kepler-390	b	Transit	2	19h26m30.91s	291.628777	+41d12m31.0s	41.208603	19.44191847
1506	Kepler-390	c	Transit	2	19h26m30.91s	291.628777	+41d12m31.0s	41.208603	19.44191847
1507	Kepler-391	b	Transit	2	19h22m29.24s	290.621815	+51d03m26.3s	51.057304	19.37478767
1508	Kepler-391	c	Transit	2	19h22m29.24s	290.621815	+51d03m26.3s	51.057304	19.37478767
1509	Kepler-392	b	Transit	2	19h14m38.58s	288.660765	+43d22m05.1s	43.368084	19.24405100
1510	Kepler-392	c	Transit	2	19h14m38.58s	288.660765	+43d22m05.1s	43.368084	19.24405100
1511	Kepler-393	b	Transit	2	19h23m58.86s	290.995257	+45d11m32.0s	45.192215	19.39968380
1512	Kepler-393	c	Transit	2	19h23m58.86s	290.995257	+45d11m32.0s	45.192215	19.39968380
1513	Kepler-394	b	Transit	2	19h45m12.47s	296.301953	+50d40m20.3s	50.672318	19.75346353
1514	Kepler-394	c	Transit	2	19h45m12.47s	296.301953	+50d40m20.3s	50.672318	19.75346353
1515	Kepler-395	b	Transit	2	19h34m02.66s	293.511099	+45d08m11.8s	45.136598	19.56740657
1516	Kepler-395	c	Transit	2	19h34m02.66s	293.511099	+45d08m11.8s	45.136598	19.56740657
1517	Kepler-396	b	Transit	2	19h44m31.88s	296.132818	+48d58m38.6s	48.977402	19.74218787
1518	Kepler-396	c	Transit	2	19h44m31.88s	296.132818	+48d58m38.6s	48.977402	19.74218787
